,id,name,img,Winery,country,regions,grapes,cat,Bold,Tannic,Sweet,Acidic,flavours,keyword
62,62,Auslese Zweigelt 2015,//images.vivino.com/thumbs/mYGqSOE8Rb-w_m_tRuBUQQ_pb_x600.png,Kracher,Austria,Weinland Burgenland ,Zweigelt  , Dessertwine Zweigelt,,,,,red fruit,Weinland Burgenland  Zweigelt    Dessertwine Zweigelt     red fruit
63,63,Auslese Edelsüss 2018,//images.vivino.com/thumbs/H9ueoWylTFm_kCK1aws5vg_150x200.jpg,Nachtgold,Germany,GermanWine  ,  , Dessertwine ,,,,,earthy citrus tree fruit,GermanWine       Dessertwine      earthy citrus tree fruit
64,64,Aszú 3 puttonyos 2009,//images.vivino.com/thumbs/D5B0OfuwQJ-oVMAketibuA_150x200.jpg,Château Dereszla,Hungary,Tokaj  ,Furmint  ,HungarianTokajiAszú Dessertwine Furmint,,,,,oaky earthy ageing citrus tree fruit,Tokaj   Furmint   HungarianTokajiAszú Dessertwine Furmint     oaky earthy ageing citrus tree fruit
65,65,Late Harvest Gewürztraminer - Sauvignon Blanc 2017,//images.vivino.com/thumbs/Gxf_uXr2Qc2RHqiy2et4iA_150x200.jpg,Indomita,Chile,Aconcagua CasablancaValley ,SauvignonBlanc Gewürztraminer , Dessertwine Blend,,,,,tree fruit,Aconcagua CasablancaValley  SauvignonBlanc Gewürztraminer   Dessertwine Blend     tree fruit
66,66,Late Harvest Gewürztraminer 2008,//images.vivino.com/thumbs/3t36GVQxTpKNaA1MrJAQmw_pb_x600.png,Montes,Chile,CentralValley CuricoValley ,Gewürztraminer  ,ChileanGewürztraminer Dessertwine Gewürztraminer,,,,,oaky earthy citrus tree fruit,CentralValley CuricoValley  Gewürztraminer   ChileanGewürztraminer Dessertwine Gewürztraminer     oaky earthy citrus tree fruit
67,67,Grands Terroirs Sauternes 2015,//images.vivino.com/thumbs/tmZRJhWIQYSFyf3wFIuTaQ_pb_x600.png,Dourthe,France,Bordeaux Sauternes ,SauvignonBlanc Sémillon Muscadelle,BordeauxSauternes Dessertwine Blend,Bold8,,Sweet8,Acidic7,earthy citrus tree fruit,Bordeaux Sauternes  SauvignonBlanc Sémillon Muscadelle BordeauxSauternes Dessertwine Blend Bold8  Sweet8 Acidic7 earthy citrus tree fruit
68,68,Diamante d'Almerita Passito 2010,//images.vivino.com/thumbs/OkaPRn_rRzC2KEpC3GQXbw_pb_x600.png,Tasca d'Almerita,Italy,TerreSiciliane  ,Gewürztraminer Moscato , Dessertwine Blend,,,,,earthy tree fruit,TerreSiciliane   Gewürztraminer Moscato   Dessertwine Blend     earthy tree fruit
69,69,Ice Wine Muscat Ottonel 2011,//images.vivino.com/thumbs/d1tMrfPqSDyvCCfOXDJ5pA_pb_x600.png,Château Vartely,Moldova,Moldova  ,MuscatOttonel  , Dessertwine MuscatOttonel,,,,,,Moldova   MuscatOttonel    Dessertwine MuscatOttonel     
70,70,Pinot Gris Alsace Vendanges Tardives 2009,//images.vivino.com/thumbs/IwXLMCv8RliLkk1c1ETuhQ_pb_x600.png,Trimbach,France,Alsace  ,PinotGris  ,AlsacePinotGris Dessertwine PinotGris,,,,,earthy,Alsace   PinotGris   AlsacePinotGris Dessertwine PinotGris     earthy
71,71,Dulzino Moscato 2017,//images.vivino.com/thumbs/uCxfLTY2ThuJCANiBiVNXw_pb_x600.png,Viña Maipo,Chile,CentralValley  ,Moscato  , Dessertwine Moscato,,,,,,CentralValley   Moscato    Dessertwine Moscato     
72,72,Late Harvest Sauvignon Blanc - Gewürztraminer 2017,//images.vivino.com/thumbs/WhPrj-IERFOjDwzMyMQIXw_pb_x600.png,MontGras,Chile,Aconcagua SanAntonioValley LeydaValley,Gewürztraminer SauvignonBlanc , Dessertwine Blend,,,,,earthy,Aconcagua SanAntonioValley LeydaValley Gewürztraminer SauvignonBlanc   Dessertwine Blend     earthy
73,73,Bordeaux Moelleux 2019,//images.vivino.com/thumbs/OWSbpTnCT3a_68b9UVYEYQ_150x200.jpg,Louis Eschenauer,France,Bordeaux BordeauxMoelleux ,Sémillon Muscadelle , Dessertwine Blend,,,,,,Bordeaux BordeauxMoelleux  Sémillon Muscadelle   Dessertwine Blend     
74,74,Noble One Botrytis Sémillon 2003,//images.vivino.com/thumbs/3Jq6hIwkRWKBOTvwjLHhEw_pb_x600.png,De Bortoli,Australia,NewSouthWales BigRivers Riverina,Sémillon  , Dessertwine Sémillon,,,,,oaky earthy spices floral dried fruit ageing yeasty citrus tree fruit,NewSouthWales BigRivers Riverina Sémillon    Dessertwine Sémillon     oaky earthy spices floral dried fruit ageing yeasty citrus tree fruit
75,75,La Chartreuse de Coutet Sauternes 2011,//images.vivino.com/thumbs/GQOofDTbQNaccNAaNItqfw_pb_x600.png,Château Coutet,France,Bordeaux Sauternes ,Sémillon  ,BordeauxSauternes Dessertwine Sémillon,Bold8,,Sweet8,Acidic7,earthy citrus tree fruit,Bordeaux Sauternes  Sémillon   BordeauxSauternes Dessertwine Sémillon Bold8  Sweet8 Acidic7 earthy citrus tree fruit
76,76,Eiswein 2009,//images.vivino.com/thumbs/015b23mpbwy4p_150x200.jpg,Weltachs,Germany,Pfalz  ,  , Dessertwine ,,,,,,Pfalz       Dessertwine      
77,77,Piani di Tufara Moscato di Trani Dolce 2017,//images.vivino.com/thumbs/_YsIyvZJS6K487bijy4PUQ_pb_x600.png,Rivera,Italy,Puglia MoscatodiTrani ,Moscato  , Dessertwine Moscato,,,,,,Puglia MoscatodiTrani  Moscato    Dessertwine Moscato     
78,78,Late Harvest Sémillon 2018,//images.vivino.com/thumbs/HygiOZ2GTm2Kr71slzAgUw_pb_x600.png,Sileni Estates,New Zealand,NorthIsland Hawke'sBay ,Sémillon  , Dessertwine Sémillon,,,,,earthy tree fruit,NorthIsland Hawke'sBay  Sémillon    Dessertwine Sémillon     earthy tree fruit
79,79,Dulzino Blush 2016,//images.vivino.com/thumbs/XIQqhUgJRK6jWGYtt37krA_150x200.jpg,Viña Maipo,Chile,CentralValley  ,  , Dessertwine ,,,,,,CentralValley       Dessertwine      
80,80,Riesling Auslese 2015,//images.vivino.com/thumbs/g3xRgmk8SDuaac0jss4Znw_pb_x600.png,Moselland,Germany,Mosel  ,Riesling  ,GermanRiesling Dessertwine Riesling,Light3,,Dry4,Acidic5,tree fruit,Mosel   Riesling   GermanRiesling Dessertwine Riesling Light3  Dry4 Acidic5 tree fruit
81,81,Moscatell de L?�Empordà 15/5 2015,//images.vivino.com/thumbs/QvujmnwRT_6MTkhJq5v9uw_pb_x600.png,Espelt,Spain,Catalunya Empordà ,MoscateldeAlejandría  , Dessertwine MoscateldeAlejandría,,,,,,Catalunya Empordà  MoscateldeAlejandría    Dessertwine MoscateldeAlejandría     
82,82,Late Harvest 2017,//images.vivino.com/thumbs/30gDpe0uTnG8GDt8Dq4VHQ_150x200.jpg,Mission Estate Winery,New Zealand,NorthIsland Hawke'sBay ,Riesling  , Dessertwine Riesling,,,,,earthy tree fruit,NorthIsland Hawke'sBay  Riesling    Dessertwine Riesling     earthy tree fruit
83,83,Riesling Sweet Reserve 2015,//images.vivino.com/thumbs/fFDauaNKSm2_XQChxLAEOg_pb_x600.png,Montinore Estate,United States,Oregon WillametteValley ,Riesling  ,OregonRiesling Dessertwine Riesling,,,,,,Oregon WillametteValley  Riesling   OregonRiesling Dessertwine Riesling     
84,84,Riesling Spätlese 2015,//images.vivino.com/thumbs/DuiExnKQQUyxliPiKcFkAA_pb_x600.png,Moselland,Germany,Mosel  ,Riesling  ,GermanRiesling Dessertwine Riesling,Light3,,Sweet5,Soft4,earthy citrus tree fruit,Mosel   Riesling   GermanRiesling Dessertwine Riesling Light3  Sweet5 Soft4 earthy citrus tree fruit
85,85,Late Harvest 2016,//images.vivino.com/thumbs/m7b_M-DjRWu146Obg7eyYA_pb_x600.png,Santa Carolina,Chile,CentralValley RapelValley ,SauvignonBlanc  , Dessertwine SauvignonBlanc,,,,,earthy tree fruit,CentralValley RapelValley  SauvignonBlanc    Dessertwine SauvignonBlanc     earthy tree fruit
86,86,Late Harvest 2013,//images.vivino.com/thumbs/qI3eyFPISc6mRg0f-aBrpQ_pb_x600.png,Balduzzi,Chile,CentralValley MauleValley ,Chardonnay  , Dessertwine Chardonnay,,,,,,CentralValley MauleValley  Chardonnay    Dessertwine Chardonnay     
87,87,Deák Tokaji Furmint 2011,//images.vivino.com/thumbs/02pjl12txuwja_150x200.jpg,Majoros,Hungary,Tokaj  ,Furmint  , Dessertwine Furmint,,,,,,Tokaj   Furmint    Dessertwine Furmint     
88,88,Sweet Priorat 2020,//images.vivino.com/thumbs/rhqoGJtVQh6eJV2rsdDt7w_pb_x600.png,Clos Figueras,Spain,Catalunya  ,Garnacha  ,SpanishPrioratRed Dessertwine Garnacha,Bold6,Smooth4,Sweet5,Acidic5,,Catalunya   Garnacha   SpanishPrioratRed Dessertwine Garnacha Bold6 Smooth4 Sweet5 Acidic5 
89,89,DB Family Selection Traminer - Riesling 2012,//images.vivino.com/thumbs/00oyifcy33y60_150x200.jpg,De Bortoli,Australia,NewSouthWales BigRivers Riverina,Riesling Traminer , Dessertwine Blend,,,,,,NewSouthWales BigRivers Riverina Riesling Traminer   Dessertwine Blend     
90,90,Sauternes 2014,//images.vivino.com/thumbs/ffU1FNupSMuwhuS5U-vW6Q_150x200.jpg,Yvecourt,France,Bordeaux Sauternes ,SauvignonBlanc Sémillon Muscadelle,BordeauxSauternes Dessertwine Blend,Bold8,,Sweet8,Acidic6,,Bordeaux Sauternes  SauvignonBlanc Sémillon Muscadelle BordeauxSauternes Dessertwine Blend Bold8  Sweet8 Acidic6 
91,91,Vintage Port Nacional 1994,//images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit dried fruit,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit dried fruit
92,92,Vintage Port Nacional 2001,//images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit dried fruit,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit dried fruit
93,93,Vintage Port Nacional 2003,//images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit dried fruit,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit dried fruit
94,94,Vintage Port Nacional 1997,//images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit dried fruit,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit dried fruit
95,95,Vintage Port Nacional 2004,//images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit dried fruit,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit dried fruit
96,96,40 Year Old Tawny Port N.V.,//images.vivino.com/thumbs/SJP1WqRHRWKIzttX0nlwhg_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaFranca  ,TawnyPort FortifiedWine TourigaFranca,,,,,oaky earthy dried fruit ageing,Duriense Porto  TourigaFranca   TawnyPort FortifiedWine TourigaFranca     oaky earthy dried fruit ageing
97,97,Port Tawny Colheita 1976,//images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,ColheitaPort FortifiedWine TourigaNacional,,,,,oaky earthy dried fruit ageing citrus,Duriense Porto  TourigaNacional   ColheitaPort FortifiedWine TourigaNacional     oaky earthy dried fruit ageing citrus
98,98,Vintage Port 2011,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
99,99,Ginés Liébana Pedro Ximénez 1910,//images.vivino.com/thumbs/xIO3MozjRt-tiqcEEI6UGw_150x200.jpg,Toro Albalá,Spain,Andalucía Montilla-Moriles ,PedroXimenez  ,SpanishPedroXimenez FortifiedWine PedroXimenez,Bold8,,Sweet8,Soft4,,Andalucía Montilla-Moriles  PedroXimenez   SpanishPedroXimenez FortifiedWine PedroXimenez Bold8  Sweet8 Soft4 
100,100,Vintage Port 2007,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
101,101,Vintage Port 1966,//images.vivino.com/thumbs/c-3lGDydTm6clj54mwXiUQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
102,102,Santa Ana Pedro Ximenez 1861 N.V.,//images.vivino.com/thumbs/D0Mkp3xiSp2-IZ1wZUcm_g_pb_x600.png,Emilio Hidalgo,Spain,Andalucía Jerez-Xérès-Sherry ,PedroXimenez  ,SpanishPedroXimenez FortifiedWine PedroXimenez,Bold8,,Sweet8,Soft4,,Andalucía Jerez-Xérès-Sherry  PedroXimenez   SpanishPedroXimenez FortifiedWine PedroXimenez Bold8  Sweet8 Soft4 
103,103,40 Anos Tawny Porto N.V.,//images.vivino.com/thumbs/H0z_OcOpRHW_rosFlijTQQ_150x200.jpg,Bulas,Portugal,Duriense Porto ,  ,TawnyPort FortifiedWine ,,,,,,Duriense Porto     TawnyPort FortifiedWine      
104,104,Vintage Port 2017,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
105,105,Port Tawny Colheita 1986,//images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,ColheitaPort FortifiedWine TourigaNacional,,,,,oaky earthy dried fruit ageing citrus,Duriense Porto  TourigaNacional   ColheitaPort FortifiedWine TourigaNacional     oaky earthy dried fruit ageing citrus
106,106,Vintage Port 2019,//images.vivino.com/thumbs/gkOzyaDKSmSxGaJDFkuSOQ_pb_x600.png,Niepoort,Portugal,Duriense Porto ,TourigaFranca  ,VintagePort FortifiedWine TourigaFranca,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaFranca   VintagePort FortifiedWine TourigaFranca     oaky earthy black fruit red fruit spices dried fruit ageing
107,107,Vintage Port 2018,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
108,108,Vintage Port 2003,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
109,109,Don PX Gran Reserva 1983,//images.vivino.com/thumbs/qAad7NzITH-si06g3x-uQQ_pb_x600.png,Toro Albalá,Spain,Andalucía Montilla-Moriles ,PedroXimenez  ,SpanishPedroXimenez FortifiedWine PedroXimenez,Bold8,,Sweet8,Soft4,oaky earthy black fruit spices dried fruit ageing yeasty citrus,Andalucía Montilla-Moriles  PedroXimenez   SpanishPedroXimenez FortifiedWine PedroXimenez Bold8  Sweet8 Soft4 oaky earthy black fruit spices dried fruit ageing yeasty citrus
110,110,Port Tawny Colheita 1995,//images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,ColheitaPort FortifiedWine TourigaNacional,,,,,oaky earthy dried fruit ageing citrus,Duriense Porto  TourigaNacional   ColheitaPort FortifiedWine TourigaNacional     oaky earthy dried fruit ageing citrus
111,111,Port Tawny Colheita 2005,//images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional TourigaFrancesa TintaRoriz,ColheitaPort FortifiedWine Blend,,,,,oaky earthy dried fruit ageing citrus,Duriense Porto  TourigaNacional TourigaFrancesa TintaRoriz ColheitaPort FortifiedWine Blend     oaky earthy dried fruit ageing citrus
112,112,Vintage Port 2016,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional TourigaFranca ,VintagePort FortifiedWine Blend,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional TourigaFranca  VintagePort FortifiedWine Blend     oaky earthy black fruit red fruit spices dried fruit ageing
113,113,Vintage Port 2000,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
114,114,Vintage Port 1994,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
115,115,Oloroso N.V.,//images.vivino.com/thumbs/3FgOJJr4Ss-TIpj4-xajyg_pb_x600.png,Fernandez Gao,Spain,Andalucía Jerez-Xérès-Sherry ,Palomino  ,SpanishSherry FortifiedWine Palomino,Bold7,,Dry1,Acidic6,,Andalucía Jerez-Xérès-Sherry  Palomino   SpanishSherry FortifiedWine Palomino Bold7  Dry1 Acidic6 
116,116,Talentvs Porto 2016,//images.vivino.com/thumbs/Z0cfb4WcTHiNelLi8XATrw_150x200.jpg,Seara d'Ordens,Portugal,Duriense Porto ,TourigaNacional TourigaFranca TintaBarroca,PortuguesePort FortifiedWine Blend,Bold8,,Sweet8,Soft4,,Duriense Porto  TourigaNacional TourigaFranca TintaBarroca PortuguesePort FortifiedWine Blend Bold8  Sweet8 Soft4 
117,117,La Bota 90 de Manzanilla Pasada N.V.,//images.vivino.com/thumbs/HJ7_DmikSYe2nFgMNQFDWw_150x200.jpg,Equipo Navazos,Spain,Andalucía Jerez-Xérès-Sherry Manzanilla,Palomino  ,SpanishSherry FortifiedWine Palomino,Bold6,,Dry4,Acidic6,,Andalucía Jerez-Xérès-Sherry Manzanilla Palomino   SpanishSherry FortifiedWine Palomino Bold6  Dry4 Acidic6 
118,118,Vintage Port 2011,//images.vivino.com/thumbs/hVnhdXH2Q3qGFNvLORZmlw_150x200.jpg,Quinta Casa Amarela,Portugal,Duriense Porto ,TourigaNacional TourigaFranca TintaRoriz,VintagePort FortifiedWine Blend,,,,,,Duriense Porto  TourigaNacional TourigaFranca TintaRoriz VintagePort FortifiedWine Blend     
119,119,20 Year Old Tawny Port N.V.,//images.vivino.com/thumbs/9HYIFcjyT9mPMKrvWC0x-Q_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,TawnyPort FortifiedWine TourigaNacional,,,,,oaky earthy dried fruit ageing citrus,Duriense Porto  TourigaNacional   TawnyPort FortifiedWine TourigaNacional     oaky earthy dried fruit ageing citrus
120,120,Porto 20 Years Old Tawny N.V.,//images.vivino.com/thumbs/AD9yD_4PRJiwy-7ZJgr5EQ_pb_x600.png,Niepoort,Portugal,Duriense Porto ,TintaAmarela TintaCão Souzao,TawnyPort FortifiedWine Blend,,,,,oaky dried fruit ageing,Duriense Porto  TintaAmarela TintaCão Souzao TawnyPort FortifiedWine Blend     oaky dried fruit ageing
121,121,Port Tawny Colheita 1997,//images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,ColheitaPort FortifiedWine TourigaNacional,,,,,oaky earthy dried fruit ageing citrus,Duriense Porto  TourigaNacional   ColheitaPort FortifiedWine TourigaNacional     oaky earthy dried fruit ageing citrus
122,122,Silval Vintage Port 2003,//images.vivino.com/thumbs/KCWItMd3Q9yyiw3Wl2vnpQ_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,SingleQuintaVintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit,Duriense Porto  TourigaNacional   SingleQuintaVintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit
123,123,Vintage Port 2015,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
124,124,Oloroso Extra Viejo 1/7 N.V.,//images.vivino.com/thumbs/hScMD1RqR0OlZbwe0zGRiw_pb_x600.png,El Maestro Sierra,Spain,Andalucía Jerez-Xérès-Sherry ,Palomino  ,SpanishSherry FortifiedWine Palomino,Bold7,,Dry4,Acidic5,,Andalucía Jerez-Xérès-Sherry  Palomino   SpanishSherry FortifiedWine Palomino Bold7  Dry4 Acidic5 
125,125,Vintage Port 2014,//images.vivino.com/thumbs/y9P75uaVT6yoGz2398QDDw_pb_x600.png,Quinta do Noval,Portugal,Duriense Porto ,TourigaNacional  ,VintagePort FortifiedWine TourigaNacional,,,,,oaky earthy black fruit red fruit spices dried fruit ageing,Duriense Porto  TourigaNacional   VintagePort FortifiedWine TourigaNacional     oaky earthy black fruit red fruit spices dried fruit ageing
